,id,user_activity,pol_interest,privacy_preference,user_satisfaction,issue_0,issue_1,issue_2,issue_3,issue_4,issue_5,pol_inclination
44,44,1.0,0.516753,0.465099,0,-0.25740799999999986,0.21408000000000005,0.009500000000000064,0.2831220000000001,-0.139316,-0.18986999999999998,-0.23151866666666665
45,45,0.673049,0.603321,0.614861,0,0.06592200000000004,-0.503656,-0.2109439999999999,0.07739399999999996,-0.23220400000000008,-0.64579,0.23160866666666666
46,46,0.99325,0.498994,0.68228,0,0.353488,-0.021851999999999983,0.03650400000000009,0.11548999999999987,-0.19826600000000005,0.08316999999999997,0.004972666666666729
47,47,1.0,0.566076,0.264776,0,-0.2739139999999999,0.3272360000000001,0.15280000000000005,-0.35609,-0.22953200000000007,-0.027753999999999945,-0.09801266666666668
48,48,1.0,0.470092,0.772803,0,-0.04347599999999985,0.175554,-0.13730799999999987,0.5169519999999999,0.12441199999999997,-0.42344800000000005,-0.10847666666666651
49,49,0.987149,0.219663,0.639144,0,0.1460720000000002,0.19610400000000006,-0.15577399999999986,0.0040000000000000036,0.3984319999999999,-0.13773999999999997,0.10878866666666673
50,50,0.899011,0.440881,0.405576,0,0.09469400000000006,0.28778799999999993,-0.1826699999999999,-0.2406060000000001,-0.11315800000000009,0.35775200000000007,-0.2020226666666666
51,51,0.808158,0.605676,0.442813,0,0.8959600000000001,0.5013619999999999,0.32115000000000005,-0.1265320000000001,0.008535999999999877,-0.14129799999999992,0.3307046666666667
52,52,0.997734,0.4908,0.499811,0,-0.08961599999999992,0.2327379999999999,-0.36250399999999994,0.25416799999999995,0.187438,-0.60995,-0.04721266666666656
53,53,0.594852,0.615488,0.297773,0,-0.5095399999999999,-0.32020399999999993,0.14395800000000003,0.08284599999999998,-0.002894000000000063,-0.06383799999999995,-0.022426666666666664
54,54,1.0,0.467188,0.317503,0,0.046428000000000136,0.1731419999999999,-0.022845999999999922,0.03768400000000005,-0.08631,-0.09467000000000003,-0.0596279999999999
55,55,1.0,0.558315,0.699482,0,-0.3888639999999999,0.54196,0.14905000000000013,-0.023440000000000016,-0.5249980000000001,0.03228399999999998,-0.43853866666666663
56,56,1.0,0.359283,0.474851,0,-0.09146599999999983,0.608798,-0.18467999999999996,0.06759800000000005,0.040186000000000055,0.0014819999999999833,-0.30461266666666653
57,57,1.0,0.631108,0.545096,0,-0.4309879999999999,0.24741199999999997,-0.0555199999999999,0.19693199999999988,0.029436000000000018,0.1789719999999999,-0.3601293333333332
58,58,1.0,0.485576,0.471201,0,0.2873380000000001,-0.36036,-0.31255199999999994,0.3038780000000001,0.3512339999999998,-0.19673799999999997,0.19307999999999997
59,59,0.679578,0.60589,0.54092,0,0.06521200000000005,0.16037600000000007,0.300392,-0.18859800000000004,0.09767199999999998,-0.05428999999999995,0.1819293333333333
60,60,0.768656,0.52016,0.543728,0,0.03159400000000012,0.043517999999999946,0.2844820000000001,0.13369600000000004,-0.09110600000000002,-0.28419399999999995,0.11065000000000005
61,61,1.0,0.587428,0.356877,0,-0.07055199999999995,-0.17994,0.24001200000000011,-0.24814400000000003,0.04954599999999987,-0.049714000000000036,0.23226800000000003
62,62,1.0,0.434691,0.474401,0,-0.10300199999999993,0.008000000000000007,-0.4171419999999999,-0.123552,0.12007199999999996,0.13956199999999996,-0.14136066666666663
63,63,1.0,0.062458,0.422038,0,-0.6126379999999999,-0.29335599999999995,0.33454800000000007,0.6198139999999999,-0.05130000000000001,-0.32498000000000005,-0.11028933333333324
64,64,0.647151,0.402065,0.413416,0,0.30981000000000014,-0.11355599999999999,0.28362600000000016,-0.3162560000000001,-0.042794,0.025066000000000033,0.3184626666666668
65,65,0.916666,0.47992,0.369601,0,0.05110800000000015,-0.09991400000000006,0.15915000000000012,-0.07212400000000008,-0.22574400000000006,-0.28481,0.1471206666666668
66,66,0.992518,0.414228,0.585,0,-0.12117199999999984,0.4504920000000001,0.3363740000000002,-0.17915199999999998,0.24203599999999992,-0.373752,0.18655000000000002
67,67,0.979401,0.262675,0.573582,0,0.310748,0.08828400000000003,0.11956800000000012,-0.150092,-0.442164,0.46807,-0.13936999999999994
68,68,1.0,0.594261,0.230196,0,0.35828000000000015,0.010942000000000007,-0.35766399999999987,-0.18014400000000008,0.4456660000000001,-0.148768,0.2547506666666668
69,69,0.941804,0.383294,0.644051,0,-0.00525399999999987,-0.139826,0.014666000000000068,-0.2210780000000001,-0.31991,0.2939320000000001,-0.08117533333333327
70,70,1.0,0.553845,0.52591,0,0.605826,0.446526,-0.05341999999999991,0.360212,0.5810759999999999,-0.05420400000000003,0.12698266666666663
71,71,0.866949,0.624496,0.239394,0,-0.3109479999999999,-0.368688,0.06373400000000018,-0.500294,0.2197499999999999,-0.024699999999999944,0.2887393333333334
72,72,1.0,0.543478,0.54498,0,-0.36744599999999994,0.39516799999999996,0.17349199999999998,-0.407992,-0.14207800000000004,-0.04137599999999997,-0.09394399999999999
73,73,1.0,0.384484,0.463528,0,-0.05095799999999984,0.04145399999999988,-0.2984079999999999,0.13244199999999995,0.02116399999999996,-0.29651399999999994,-0.0685279999999999
74,74,1.0,0.579192,0.510124,0,0.3435640000000002,0.11963799999999991,0.13306000000000018,-0.83003,0.09506799999999993,0.004745999999999917,0.4257793333333335
75,75,1.0,0.691976,0.448328,0,0.20110800000000006,-0.026801999999999992,-0.43975799999999987,0.422712,0.17719799999999997,0.1525320000000001,-0.20329799999999998
76,76,0.827222,0.57266,0.747947,0,-0.04095799999999994,-0.11456599999999995,1.0,-0.028814000000000006,0.14863000000000004,-0.017028000000000043,0.4226933333333333
77,77,1.0,0.415313,0.629345,0,0.34615600000000013,0.24194399999999994,-0.1917739999999999,-0.01913799999999999,-0.0762480000000001,-0.047242000000000006,-0.0324766666666666
78,78,1.0,0.422787,0.503479,0,-0.269566,0.23396400000000006,-0.2446379999999999,0.3633059999999999,-0.22503000000000006,0.14407199999999998,-0.49352533333333326
79,79,0.847291,0.424819,0.384492,0,0.15137600000000018,0.06163999999999992,0.10352000000000006,0.10623000000000005,-0.308528,-0.28550600000000004,0.021334666666666762
80,80,1.0,0.440092,0.267263,0,0.43287200000000015,0.27930199999999994,-0.33193799999999984,-0.308358,-0.41447200000000006,-0.0046239999999999615,-0.09328599999999991
81,81,0.651939,0.449843,0.445778,0,0.1849280000000002,-0.128382,0.4194880000000001,-0.16027600000000009,0.4320839999999999,-0.187654,0.5042706666666668
82,82,0.930864,0.396883,0.491675,0,-0.33009199999999983,0.422536,0.0791440000000001,-0.10694000000000004,-0.13080200000000008,0.2259899999999999,-0.3077786666666666
83,83,0.833588,0.370108,0.718915,0,0.012640000000000207,0.40461199999999997,-0.09187999999999985,0.36134599999999995,-0.2655320000000001,-0.08190799999999998,-0.34294066666666656
84,84,1.0,0.497431,0.360675,0,-0.12956599999999985,0.08757999999999999,-0.3165959999999999,-0.08683800000000008,0.058857999999999855,-0.25800599999999996,-0.0433466666666666
85,85,0.80511,0.489572,0.295383,0,-0.24655399999999994,0.439238,-0.12780999999999987,0.13083,0.5137399999999999,-0.293384,-0.045769333333333335
86,86,0.861478,0.482678,0.533477,0,-0.7376599999999999,0.15934800000000005,-0.12409999999999988,-0.33221600000000007,-0.370916,0.24496600000000002,-0.4349246666666665
87,87,1.0,0.519258,0.66896,0,0.29264,0.1446019999999999,0.2306300000000001,0.18245999999999984,-0.4124840000000001,-0.479054,0.08759266666666676
88,88,1.0,0.527132,0.71558,0,-0.2689039999999998,0.6306319999999999,0.02987200000000012,0.07562000000000002,-0.31421200000000005,-0.201202,-0.35276466666666656
89,89,1.0,0.49058,0.648661,0,0.8787640000000001,-0.0018479999999999608,0.08953600000000006,-0.28133600000000003,-0.19007400000000008,-0.42763399999999996,0.496348
90,90,0.751999,0.463373,0.543696,0,-0.19869399999999993,-0.27241000000000004,-0.16889399999999988,-0.50125,-0.35813400000000006,-0.5305439999999999,0.19282733333333338
91,91,1.0,0.486768,0.501299,0,0.11163600000000007,0.2855699999999999,-0.1924079999999999,0.39604399999999984,-0.47687199999999996,0.03232999999999997,-0.4238626666666665
92,92,1.0,0.565096,0.629481,0,-0.2019859999999999,-0.096298,-0.08629199999999992,0.2727200000000001,-0.115896,0.26519400000000015,-0.28193
93,93,0.584145,0.707244,0.579564,0,0.3289460000000002,0.46908400000000006,-0.08167999999999986,0.3202959999999999,0.442234,-0.597096,0.16573866666666676
94,94,1.0,0.673916,0.576844,0,-0.2929059999999999,-0.30209600000000003,0.5051740000000002,-0.5448040000000001,0.05149199999999987,-0.007390000000000008,0.3726833333333334
95,95,1.0,0.538554,0.621804,0,-0.1649299999999999,-0.19779600000000008,0.24360800000000005,-0.423098,0.1020859999999999,0.25362400000000007,0.182678
96,96,0.877411,0.538332,0.464529,0,-0.3352639999999999,0.11570400000000003,0.250734,-0.02412000000000003,-0.277336,-0.30665999999999993,-0.04892999999999999
97,97,0.892389,0.634322,0.643428,0,-0.06746199999999991,0.08175200000000005,-0.09982999999999986,-0.10855999999999999,0.15734800000000004,-0.72968,0.24884800000000007
98,98,1.0,0.527552,0.523217,0,0.568552,0.04286400000000001,0.192434,-0.239464,0.05288599999999999,-0.10338400000000003,0.3712853333333333
99,99,1.0,0.506818,0.593197,0,0.21670000000000011,-0.17655600000000005,0.13655400000000006,0.08824999999999994,-0.09611600000000009,0.30624399999999996,0.013066666666666754
100,100,1.0,0.31622,0.61614,0,0.014026000000000094,-0.50766,0.01706400000000019,0.33456399999999986,0.25729,0.2391939999999999,0.07409400000000017
101,101,0.511846,0.174538,0.517439,0,-0.3125819999999999,-0.15711399999999998,0.05324400000000007,-0.3705560000000001,-0.024469999999999992,-0.39427199999999996,0.21271133333333342
102,102,1.0,0.439543,0.666594,0,0.1746780000000001,0.027741999999999933,0.41141400000000017,0.19874799999999992,-0.455144,-0.006016000000000021,-0.029841999999999855
103,103,0.816082,0.48874,0.589217,0,-0.30402799999999996,-0.07516999999999996,-0.055663999999999936,0.3202639999999999,0.03683400000000003,-0.02914799999999995,-0.17960133333333328
104,104,0.910405,0.478705,0.533493,0,-0.2426299999999999,0.2909139999999999,-0.28430599999999995,-0.105734,-0.377478,-0.18874999999999997,-0.30028133333333323
105,105,0.666729,0.505733,0.305148,0,0.3001680000000002,0.020092,0.1000700000000001,-0.28728600000000004,0.030637999999999943,-0.16858399999999996,0.28888466666666673
106,106,0.860525,0.638089,0.755249,0,0.5064080000000002,-0.5789960000000001,-0.3125039999999999,0.10816000000000003,0.21538600000000008,-0.271772,0.38396600000000014
107,107,0.688818,0.626051,0.807836,0,-0.3066479999999998,0.7121300000000002,0.2758740000000002,-0.30688800000000005,-0.3326340000000001,0.16707800000000006,-0.31190933333333326
108,108,0.828293,0.455124,0.474583,0,0.06056400000000006,-0.06649800000000006,0.10028400000000004,-0.183384,-0.7040620000000001,-0.08396799999999993,-0.069788
109,109,1.0,0.203134,0.241167,0,-0.3011579999999998,-0.38935200000000003,0.29094,-0.36265000000000003,-0.3622240000000001,-0.32379,0.23445000000000005
110,110,1.0,0.364468,0.427281,0,-0.06876599999999988,-0.06832800000000006,0.40068000000000015,0.18370200000000003,-0.18291000000000002,0.30161000000000016,-0.08932666666666664
111,111,1.0,0.432399,0.517145,0,0.19549600000000011,-0.360544,-0.30545599999999995,-0.04332200000000008,0.014295999999999864,0.09444000000000008,0.07125400000000001
112,112,1.0,0.396475,0.676497,0,-0.016037999999999886,0.008497999999999895,0.17742800000000014,0.4273659999999999,-0.27676600000000007,0.019306000000000045,-0.1901819999999999
113,113,1.0,0.429388,0.527756,0,-0.36985599999999996,-0.24458400000000002,0.14838600000000013,-0.16385800000000006,0.16579600000000005,-0.4393659999999999,0.26404466666666676
114,114,0.870499,0.55604,0.411545,0,0.0553300000000001,-0.39608200000000005,-0.14084399999999986,0.17957599999999996,-0.06259999999999999,-0.12381999999999993,0.06407066666666675
115,115,0.961851,0.369254,0.608367,0,-0.38338399999999995,0.13055799999999995,-0.0729519999999999,0.15304600000000002,0.11231599999999986,-0.016867999999999994,-0.20358533333333334
116,116,1.0,0.706616,0.387552,0,0.25086600000000003,0.13891199999999992,-0.4236719999999998,-0.19025599999999998,0.33238999999999996,0.35461600000000004,-0.04789599999999994
117,117,0.638636,0.538689,0.464905,0,-0.03808599999999984,-0.08424399999999999,0.15212000000000003,0.03810000000000002,-0.04986800000000002,-0.02215800000000001,0.04415600000000004
118,118,0.775585,0.279794,0.406098,0,0.40485400000000005,0.22188399999999997,-0.16001199999999993,0.17888599999999988,0.00817000000000001,-0.179798,0.010680000000000092
119,119,0.809611,0.502576,0.390475,0,0.20117600000000002,-0.19732799999999995,-0.3276379999999999,-0.13392800000000005,-0.3261860000000001,0.206364,-0.10925199999999996
120,120,1.0,0.363729,0.34215,0,-0.21353999999999984,0.502812,-0.29488199999999987,0.02465800000000007,0.04121799999999998,-0.38384399999999996,-0.20360999999999996
121,121,1.0,0.461009,0.594031,0,-0.9218299999999999,0.1596280000000001,-0.23927599999999993,-0.41314399999999996,0.3103560000000001,-0.31132399999999993,-0.09530333333333332
122,122,0.943566,0.496258,0.755915,0,-0.06379599999999985,0.2945739999999999,0.09231200000000017,-0.35918000000000005,-0.511884,-0.12707999999999997,-0.09722733333333318
123,123,0.941031,0.496324,0.510112,0,0.2947000000000002,-0.12429599999999996,0.2264060000000001,0.4339740000000001,-0.05563000000000007,-0.21095200000000003,0.12225000000000005
124,124,0.741527,0.634473,0.544838,0,0.014740000000000197,-0.23738000000000004,-0.4072199999999999,0.27945,0.22738400000000003,-0.15697399999999995,-0.01673066666666656
125,125,0.679918,0.377029,0.443359,0,0.13084800000000008,-0.16910400000000003,-0.13957599999999992,-0.000136000000000025,0.11375399999999991,-0.258922,0.17772933333333338
126,126,1.0,0.440883,0.571103,0,-0.08238599999999985,-0.27136000000000005,0.03795000000000015,0.132652,0.10162399999999994,-0.668088,0.28799466666666673
127,127,1.0,0.478443,0.593113,0,-0.30398999999999987,-0.462994,-0.14708999999999994,-0.445244,-0.048946000000000045,-0.13215599999999994,0.1801226666666667
128,128,1.0,0.455869,0.542782,0,-0.06506999999999985,0.24003599999999992,-0.21373199999999992,-0.23457400000000006,-0.21148600000000006,0.1446480000000001,-0.21346599999999993
129,129,0.893399,0.486387,0.814166,0,0.3573240000000002,0.21684400000000004,0.27983800000000003,0.22093999999999991,-0.22793400000000008,0.05074599999999996,-0.02643399999999993
130,130,1.0,0.47007,0.42788,0,0.8596500000000002,0.18398800000000004,0.027466000000000212,0.0466359999999999,0.2440039999999999,-0.12212199999999995,0.34087266666666677
131,131,0.808051,0.362259,0.762529,0,0.09499400000000002,0.3086199999999999,0.000220000000000109,0.6810839999999998,0.324886,-0.39977399999999996,-0.05660999999999988
132,132,0.690075,0.508815,0.565792,0,0.32663600000000015,0.030985999999999958,0.5251480000000002,-0.062238000000000016,-0.30861000000000005,-0.008199999999999985,0.19420866666666675
133,133,0.750659,0.324142,0.335181,0,-0.044863999999999904,0.21909200000000006,-0.060911999999999855,0.43347800000000003,0.022697999999999885,-0.38573199999999996,-0.11663866666666667
134,134,1.0,0.203085,0.516395,0,-0.13735399999999987,-0.05548200000000003,0.10610000000000008,-0.22510399999999997,0.16505400000000003,-0.44606599999999996,0.28681733333333337
135,135,1.0,0.679015,0.631253,0,-0.3185659999999999,0.11667199999999989,-0.41408599999999995,0.352924,-0.04620400000000002,-0.261636,-0.3289386666666666
136,136,1.0,0.442755,0.245336,0,0.3257620000000001,-0.17033600000000004,-0.1569879999999999,0.079488,0.21132799999999996,-0.016124000000000027,0.16235800000000006
137,137,0.952643,0.302798,0.545256,0,-0.09234399999999987,-0.12444600000000006,-0.08094199999999985,0.42745999999999995,0.27876600000000007,0.0669900000000001,-0.08817466666666654
138,138,1.0,0.843002,0.602904,0,0.17153000000000018,0.3349899999999999,0.10843200000000008,-0.03099200000000002,-0.46909600000000007,-0.19659799999999994,-0.09884466666666658
139,139,0.668346,0.600704,0.441092,0,-0.0862679999999999,-0.17698199999999997,-0.3766519999999999,0.512338,0.10023000000000004,0.09041800000000011,-0.2628213333333333
140,140,1.0,0.358124,0.466546,0,-0.2328699999999999,0.3120259999999999,-0.13757799999999987,0.14964200000000005,0.052165999999999935,0.31832400000000005,-0.3660913333333333
141,141,1.0,0.548179,0.624878,0,0.37306400000000006,-0.024939999999999962,-0.09389199999999986,-0.302578,0.084978,-0.03062599999999993,0.24076466666666668
142,142,0.889274,0.515855,0.595351,0,0.009572000000000136,-0.022391999999999967,-0.10898999999999992,-0.4205700000000001,-0.5083660000000001,0.529318,-0.23137999999999992
143,143,1.0,0.50148,0.580512,0,-0.1054719999999999,0.23282999999999987,-0.12231999999999987,-0.14227800000000002,0.31409200000000004,-0.276126,0.0906246666666668
144,144,1.0,0.385902,0.56534,0,0.07245600000000008,0.1838439999999999,0.0969460000000002,0.14018200000000003,-0.09006000000000003,0.0046319999999999695,-0.08310533333333321
145,145,1.0,0.431709,0.269839,0,-0.0496319999999999,0.06071599999999999,-0.04845999999999995,0.2367999999999999,0.355086,0.266896,-0.10247266666666657
146,146,1.0,0.988105,0.402151,0,-0.1944499999999999,-0.038424000000000014,-0.1817279999999999,-0.252522,-0.20167200000000007,-0.5358499999999999,0.08298200000000003
147,147,1.0,0.60266,0.685158,0,0.0592020000000002,0.20595399999999997,0.11159200000000014,0.296052,-0.39836400000000005,-0.47406400000000004,-0.08517066666666655
148,148,0.932158,0.477037,0.52171,0,-0.0406439999999999,-0.016283999999999965,-0.4526979999999998,-0.07895600000000003,-0.14717000000000002,-0.516686,-0.009528666666666602
149,149,0.762056,0.274021,0.373761,0,0.27823600000000015,0.14433000000000007,-0.05294399999999988,-0.40824400000000005,-0.0016599999999999948,-0.695914,0.39448666666666676
150,150,0.867675,0.232487,0.815046,0,-0.16209399999999985,0.012853999999999921,-0.08689999999999987,-0.006912000000000029,-0.243738,-0.18548600000000004,-0.10439599999999988
151,151,0.925813,0.465787,0.484586,0,0.086206,0.03317999999999999,-0.16532999999999987,0.2109479999999999,0.500786,-0.22929,0.13560800000000006
152,152,0.853362,0.538024,0.406145,0,0.44910800000000006,0.022915999999999936,0.2211240000000001,-0.03462399999999999,0.33533599999999986,0.30292399999999997,0.23811733333333335
153,153,1.0,0.226621,0.596714,0,-0.2609299999999999,0.36879799999999996,-0.24257399999999985,0.03257599999999994,-0.622444,0.081202,-0.5361746666666666
154,154,0.757732,0.561815,0.325971,0,-0.23156999999999983,0.4395579999999999,0.02946800000000005,0.262664,0.09087800000000001,-0.07638999999999996,-0.24568533333333323
155,155,0.918433,0.389717,0.521602,0,-0.04095799999999994,0.14263399999999993,-0.2422319999999999,0.2635099999999999,0.1821759999999999,-0.156428,-0.11690999999999993
156,156,1.0,0.352752,0.50819,0,-0.6040799999999998,0.34091399999999994,0.26116000000000006,-0.28485800000000006,-0.327678,-0.336102,-0.1301839999999999
157,157,0.786833,0.541578,0.466047,0,-0.0006719999999998949,0.36029200000000006,0.13628400000000007,0.45208000000000004,-0.4789080000000001,-0.19069599999999998,-0.32165733333333335
158,158,1.0,0.390402,0.775338,0,0.11646200000000007,-0.048089999999999966,0.1145480000000001,0.13744999999999985,-0.36146200000000006,-0.769046,0.18307800000000007
159,159,0.826941,0.471756,0.438424,0,0.3104220000000002,0.06109999999999993,0.24634,-0.08202799999999999,-0.128428,0.05798000000000014,0.13042733333333337
160,160,0.993324,0.118297,0.234428,0,0.18032800000000004,-1.0,-0.10687999999999986,0.03858600000000001,-0.27870800000000007,-0.07497599999999993,0.2770433333333333
161,161,0.729531,0.499498,0.208547,0,-0.02556999999999987,0.1879519999999999,0.4858420000000001,0.231514,-0.015000000000000013,0.36341,-0.11253466666666653
162,162,0.871798,0.525472,0.574756,0,-0.15349599999999985,-0.06449000000000005,-0.19397199999999992,-0.09765800000000002,0.1502619999999999,0.114012,-0.04968999999999994
163,163,0.755526,0.243769,0.775697,0,0.026160000000000183,-0.264212,0.3879840000000001,-0.22288799999999998,0.029484000000000066,-0.256108,0.3956120000000001
164,164,0.963746,0.604117,0.557981,0,-0.08919799999999989,-0.11072199999999999,0.2113980000000002,-0.44076400000000004,0.06393599999999999,-0.0010360000000000369,0.24621933333333346
165,165,0.619766,0.382005,0.50755,0,-0.36459799999999987,0.15951399999999993,-0.35595599999999994,-0.2123980000000001,0.05588599999999988,-0.13715199999999994,-0.1582106666666666
