,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
81,0.0,0.826338,3945,515,3523,263,252,0.115231,0.08605242103357469,-0.003620340396828972,0.0013054877276859206,-0.011042,0.0001524787628583906,0.8624462041725948
82,1.0,-0.335564,3918,388,3650,109,279,0.115173,0.08597477407031943,-0.0036704992269489117,0.001413312110714772,-0.011052,0.0001587852722182192,0.8624462041725948
83,0.0,-0.552554,2790,3142,896,1223,1919,0.11487,0.08555110454356937,-0.003768998116517589,0.0013040436780134797,-0.011177,0.00019163723227433871,0.8624462041725948
84,1.0,0.669822,2790,2990,1048,1541,1449,0.115483,0.08638909298845446,-0.004185188470129283,0.0016132754607877068,-0.010984,0.00019344719348585973,0.8624480141338062
85,5.0,-0.51065,1023,3031,1007,1343,1688,0.115271,0.08604348596444779,-0.004053345727683877,0.0020709150525484218,-0.011132,0.0001831822660025066,0.8624377492063229
86,1.0,-0.624921,1034,3084,954,1522,1562,0.114956,0.08564222094112818,-0.004893114627776496,0.002297919597431995,-0.011308,0.00017036172626494782,0.8624249286665854
87,5.0,0.368528,2221,3177,861,1088,2089,0.115304,0.08597859334788249,-0.0046644721598440445,0.0026975202202334306,-0.011132,0.0001790979423885123,0.8624249286665854
88,4.0,0.780724,86,65,3973,38,27,0.115327,0.08603712982990358,-0.0046644721598440445,0.0026975202202334306,-0.011121,0.00018650234941995574,0.8624323330736168
89,2.0,-0.561024,2790,2718,1320,1137,1581,0.115121,0.08594168385630402,-0.00498544747103876,0.002248209161717444,-0.010763,0.00018188873218796762,0.8624277194563847
90,0.0,0.534075,585,2682,1356,976,1706,0.115436,0.08621284558220974,-0.005176456031388194,0.002385207623026424,-0.010643,0.00018363758091289952,0.8624294683051097
91,4.0,0.41089,2790,2471,1567,724,1747,0.1157,0.08624611400429065,-0.005033773972983937,0.00250332777773505,-0.010673,0.0001660768232996289,0.8624119075474964
92,2.0,0.428074,1583,2023,2015,684,1339,0.115795,0.08617002640725659,-0.005279678771640904,0.0020308712462482185,-0.010807,0.00017097271337142885,0.8624168034375682
93,2.0,0.344684,318,198,3840,60,138,0.115847,0.08616668188908239,-0.005257227852335088,0.0020308712462482185,-0.010828,0.00017355069059351354,0.8624193814147902
94,1.0,0.6983,2790,3653,385,1904,1749,0.116087,0.08669165935670615,-0.004662304847601503,0.0016637429159564458,-0.01069,0.0002285796334011392,0.8624642298921362
95,5.0,-0.568913,190,4,4034,0,4,0.116087,0.08669331925529548,-0.004662304847601503,0.0016637429159564458,-0.010692,0.0002095289649188416,0.8624451792236539
96,4.0,0.540474,1131,1955,2083,745,1210,0.116375,0.08689683972130109,-0.004394601673789043,0.0017696867777914952,-0.010727,0.00022766815778836374,0.8624633184165235
97,2.0,-0.320614,3180,2326,1712,595,1731,0.116198,0.08699020002200146,-0.004146810672878286,0.0016688630294353541,-0.010472,0.00020438667722386757,0.8624400369359588
98,0.0,0.217357,585,881,3157,129,752,0.116252,0.08703174031381015,-0.004114869875387622,0.0016688630294353541,-0.010468,0.00020946453477936809,0.8624400369359588
99,2.0,0.506019,318,202,3836,81,121,0.11634,0.0870619239409483,-0.0041238303671180645,0.0016688630294353541,-0.010512,0.0002569688922936043,0.8624400369359588
100,5.0,0.399902,299,3467,571,1279,2188,0.116751,0.08762952782349114,-0.004920114833686276,0.002394227071843562,-0.010366,0.00026644885686975605,0.8624400369359588
101,0.0,-0.429825,2790,2702,1336,836,1866,0.116699,0.0874367898069252,-0.005056431429393601,0.002394227071843562,-0.010353,0.00029059037704801805,0.8624641784561372
102,0.0,0.27549,505,2406,1632,528,1878,0.116784,0.08741096084368605,-0.0049821864747010116,0.002109675561283145,-0.010311,0.00029315626068258103,0.8624667443397718
103,4.0,-0.721235,585,3640,398,1711,1929,0.116433,0.087103096280438,-0.0048663312301829315,0.0030186179787299755,-0.010308,0.00031197995466624036,0.8624714167050436
104,1.0,0.412498,2790,3557,481,1323,2234,0.116773,0.08738197839860179,-0.0046908353032931414,0.0029002938179759825,-0.010267,0.00031359538647879526,0.8624730321368562
105,5.0,0.491704,823,2716,1322,1194,1522,0.117228,0.08779713667849817,-0.004997556577850532,0.003339675828491529,-0.010137,0.0003234815684270222,0.8624829183188044
106,3.0,0.532144,585,3073,965,1321,1752,0.117772,0.08818685029228543,-0.006078958771343503,0.0020678966133422464,-0.010478,0.00033118039651978444,0.8624906171468972
107,0.0,0.954546,2795,2809,1229,1538,1271,0.117937,0.08826833159558498,-0.005567197862206593,0.0015180306431646102,-0.010451,0.00033222123171001305,0.8624916579820874
108,0.0,0.675018,1690,3412,626,1528,1884,0.118235,0.08857101743355308,-0.005013752550282873,0.0016757865016625109,-0.01041,0.0003355444855407192,0.8624916579820874
109,5.0,0.571205,3218,3694,344,1785,1909,0.118833,0.08938642336852537,-0.004470976117172627,0.0005973217604908186,-0.01012,0.0003246399547162577,0.862480753451263
110,1.0,0.680443,2790,3812,226,2014,1798,0.119453,0.0900569725623167,-0.004214349523877711,0.0008284241752651701,-0.009944,0.00032733285097770855,0.8624834463475245
111,5.0,0.285144,318,903,3135,241,662,0.119542,0.09021969825439419,-0.004112057970048795,0.0009531488091457465,-0.009873,0.00033554988489699545,0.8624916633814438
112,2.0,0.443164,318,2473,1565,837,1636,0.119807,0.09016198108767814,-0.0038581421226518415,0.001331977451537183,-0.010157,0.00032163808742237306,0.8624777515839691
113,3.0,0.716898,585,3881,157,2020,1861,0.120499,0.09063242768754495,-0.0028601120045078014,0.0007853658137503348,-0.010507,0.00031501087771700043,0.8624711243742638
114,2.0,-0.509061,2790,2551,1487,990,1561,0.120473,0.09072484528120639,-0.0029337633288556916,0.0008649853782628219,-0.010425,0.000308384811033828,0.8624644983075805
115,5.0,0.611673,318,3748,290,1912,1836,0.120895,0.09132493668544901,-0.003084206028387047,0.0010509099931121535,-0.010262,0.0003033524295312559,0.862459465926078
116,1.0,0.517297,2790,3138,900,1419,1719,0.121233,0.09174220905416748,-0.002501816272713944,0.0012398244370746495,-0.010177,0.00030496834931338017,0.862459465926078
117,1.0,-0.72589,2665,3073,965,1695,1378,0.120798,0.09133085384864995,-0.0031437801378356727,0.0018858603718869445,-0.01035,0.00029817935760751243,0.8624526769343721
118,0.0,-0.458722,3781,4,4034,0,4,0.120798,0.09133085384864995,-0.0031437801378356727,0.0018858603718869445,-0.01035,0.0002938601449311073,0.8624483577216957
119,1.0,0.473283,1026,3093,945,1278,1815,0.121079,0.09161251182269345,-0.0028455904479539845,0.001958649436782896,-0.010264,0.0003023534972460368,0.8624568510740106
120,2.0,-0.619674,2790,2491,1547,1095,1396,0.120937,0.09147632296828595,-0.0030210190555890084,0.0024804178273588914,-0.009923,0.0003136213226153526,0.8624613978602556
121,5.0,0.418555,318,3695,343,1490,2205,0.121472,0.09194548851670495,-0.0031981298203977286,0.0024208752319510637,-0.009729,0.00032914161091553693,0.8624769181485556
122,3.0,0.290255,585,2815,1223,767,2048,0.121798,0.0921233269883137,-0.0030746379889995627,0.003252020295688798,-0.00987,0.00031993457947211034,0.8624677111171122
123,5.0,0.0,318,11,4027,0,11,0.121798,0.0921233269883137,-0.0030746379889995627,0.003252020295688798,-0.00987,0.00031993457947211034,0.8624677111171122
124,4.0,-0.457828,585,1877,2161,614,1263,0.121557,0.09206119390170356,-0.0031905867335156996,0.0040508825489286695,-0.009851,0.0003450472558771611,0.8624677111171122
125,1.0,-0.382328,3817,547,3491,177,370,0.121556,0.09206247356469618,-0.0039507936038281405,0.0040508825489286695,-0.009847,0.00034289881839922497,0.8624655626796344
126,3.0,-0.75843,2790,3899,139,2197,1702,0.121304,0.09204627409714262,-0.003792392654941476,0.004101400744383825,-0.009546,0.0004457101207017751,0.8624956411355228
127,3.0,0.367183,3398,2849,1189,956,1893,0.121767,0.09241127802822005,-0.0036163955691045197,0.0034640757154699724,-0.00979,0.0004368793629808584,0.8624868103778018
128,4.0,-0.688897,585,3540,498,1602,1938,0.121651,0.0922494643469069,-0.0036029833942352917,0.003250140504428833,-0.0098,0.0004548590691787621,0.8624868103778018
129,0.0,-0.532867,2790,2683,1355,1019,1664,0.121505,0.09219418018782163,-0.0043859811410296295,0.003357907725635504,-0.009876,0.00045728816820138677,0.8624892394768244
130,5.0,0.33696,318,942,3096,306,636,0.121586,0.09227961539354626,-0.004186850781564761,0.0033899211036568402,-0.009788,0.00048290967104862623,0.8625148609796717
131,3.0,0.365158,585,3552,486,1177,2375,0.121947,0.0921797385412787,-0.00406416104403068,0.002965121714534139,-0.009987,0.00048848732228243,0.8625148609796717
132,1.0,-0.73025,2240,3841,197,2130,1711,0.121609,0.09208181616667127,-0.004766487802036472,0.0027695587624902173,-0.010079,0.0005043024497892387,0.8625148609796717
133,3.0,0.476745,1512,10,4028,3,7,0.121609,0.09208230874655977,-0.004766487802036472,0.0027695587624902173,-0.010079,0.0004502167355035243,0.862460775265386
134,1.0,0.511795,2790,3085,953,1345,1740,0.122007,0.09234206760030114,-0.004361270140373277,0.0031859029509126095,-0.01006,0.00043719618586252404,0.862447754715745
135,0.0,-0.377927,3557,19,4019,4,15,0.122005,0.0923401713234863,-0.004361270140373277,0.0031859029509126095,-0.01006,0.00043509985013585905,0.8624456583800182
136,0.0,0.552694,1461,2751,1287,1043,1708,0.122176,0.09225269688724438,-0.003992014038904816,0.0031442008707307733,-0.010041,0.0003858817887345221,0.862396440318617
137,5.0,0.730716,318,3766,272,2135,1631,0.122747,0.09298770483316213,-0.004386669702714523,0.0036264973364321454,-0.009794,0.0003588460373109024,0.8623694045671935
138,5.0,-0.418555,2790,3861,177,1569,2292,0.122158,0.0924593990146754,-0.0047117283410121995,0.003081013846535306,-0.009965,0.00033441254953104173,0.8623449710794134
139,3.0,0.273248,585,2607,1431,701,1906,0.122449,0.09264556777063485,-0.004784771705517363,0.002951315203131255,-0.010104,0.00033322050942210385,0.8623437790393046
140,2.0,-0.284499,2790,2520,1518,537,1983,0.122364,0.0926343171711905,-0.004816755696393841,0.002975781057027146,-0.009973,0.00033957052283301416,0.8623501290527156
141,3.0,0.676498,585,3164,874,1612,1552,0.122721,0.09271562519101102,-0.004789325422295342,0.0020868385810221255,-0.010038,0.0002702295597233335,0.8622807880896058
142,4.0,-0.526674,3060,901,3137,319,582,0.122696,0.09264773545830336,-0.004786368707092229,0.0021715922928651804,-0.010063,0.00026535726460077844,0.8622759157944834
143,5.0,-0.593031,1300,3800,238,1936,1864,0.122343,0.09235941639840035,-0.004088496510207415,0.0026349823891785736,-0.010206,0.00024400824531657718,0.862254566775199
144,3.0,-0.366327,2790,2846,1192,993,1853,0.12185,0.09205515051048256,-0.003790641739282742,0.0038230263779312303,-0.009938,0.00023872566299422017,0.8622492841928766
145,0.0,0.441231,723,2744,1294,879,1865,0.122122,0.09230062989846205,-0.0034902588591699656,0.0038931822739582413,-0.009841,0.00024118185952251374,0.8622492841928766
146,3.0,-0.425844,2790,3215,823,1219,1996,0.121608,0.09210228849102158,-0.00352510395052438,0.0047090980102915065,-0.009498,0.0002440705819785672,0.8622521729153327
147,4.0,-0.616556,3941,491,3547,217,274,0.121559,0.0920683131532968,-0.003439008555466232,0.004543967980373065,-0.009479,0.0002519577570218948,0.862260060090376
148,1.0,0.423264,2790,2894,1144,1104,1790,0.122068,0.09247915991841753,-0.0036843490630849947,0.005174680536788661,-0.009351,0.00023241103753687375,0.862240513370891
149,4.0,0.317707,1008,948,3090,175,773,0.122138,0.09246720561461075,-0.0036528139913768803,0.005174680536788661,-0.009329,0.00022816040619248157,0.8622362627395466
150,2.0,0.28717,2790,462,3576,86,376,0.122151,0.09248917242151608,-0.0035692192806201675,0.005174680536788661,-0.009337,0.00022827415340713865,0.8622363764867612
151,0.0,-0.19839,2790,448,3590,60,388,0.122146,0.09248078522797332,-0.0035692192806201675,0.005048359555563125,-0.009332,0.00023026217024298912,0.8622363764867612
152,4.0,-0.881718,3107,2964,1074,1499,1465,0.122075,0.09229574289977625,-0.0032131406646128103,0.004907520497764494,-0.009321,0.00023242995399427126,0.8622385442705126
153,0.0,-0.432427,1842,165,3873,73,92,0.12206,0.09232214667304764,-0.0032552284142417817,0.004907520497764494,-0.009329,0.00020181233824779934,0.8622079266547661
154,2.0,0.475351,1681,2702,1336,933,1769,0.122204,0.09235842356864842,-0.0031218424389941233,0.00483572575431769,-0.009498,0.000192295927714782,0.8621984102442332
155,4.0,-0.302225,1956,151,3887,38,113,0.122182,0.09230194108983457,-0.0031314254545665343,0.00483572575431769,-0.009497,0.00019237245655855518,0.8621984867730769
156,0.0,-0.339213,664,2875,1163,760,2115,0.122053,0.09219463469382642,-0.003527171261129929,0.0045673260260911865,-0.009597,0.0001871089920046227,0.8621932233085229
157,4.0,-0.34042,1983,152,3886,43,109,0.122053,0.09220166513872001,-0.0034177392498358477,0.0045673260260911865,-0.009589,0.0002175016139407455,0.8621935025855718
158,5.0,-0.381985,2790,3674,364,1391,2283,0.121582,0.09171195190453241,-0.002952700690151306,0.004376429533733263,-0.00983,0.0002056858509631108,0.862181686822594
159,4.0,0.494818,2790,2305,1733,761,1544,0.121877,0.09191257065281604,-0.003167477818751793,0.004474325105887152,-0.009865,0.0002688888715127518,0.8622046806557211
160,3.0,0.632003,585,3926,112,1935,1991,0.12227,0.09203042777170001,-0.00267003598056489,0.0037246308854985808,-0.01002,0.000278002612537758,0.8622137943967461
161,5.0,0.662249,3333,963,3075,501,462,0.122493,0.09236862553795659,-0.0029529061619035795,0.0037803244849460263,-0.009887,0.0002657340023207076,0.8622015257865291
162,1.0,-0.427224,1543,2,4036,0,2,0.122492,0.09236671040924209,-0.0029529061619035795,0.0037803244849460263,-0.009885,0.00026436629991912305,0.8622001580841275
